TABLE_NAME	COLUMN_NAME
property_info_additional_brokerage_details	sale_price
property_info_additional_brokerage_details	previous_price
property_info_additional_brokerage_details	status_updates
property_info_additional_brokerage_details	t_status_date
property_info_additional_brokerage_details	internet
property_info_additional_brokerage_details	idx
property_info_additional_brokerage_details	images
property_info_additional_brokerage_details	photo_excluded
property_info_additional_brokerage_details	photo_instructions
property_info_additional_brokerage_details	last_image_trans_date
property_info_additional_brokerage_details	lpsqft_wcents
property_info_additional_brokerage_details	lpsqft
property_info_additional_brokerage_details	spsqft_wcents
property_info_additional_brokerage_details	splp
property_info_additional_brokerage_details	public_address
property_info_additional_brokerage_details	commentary
property_info_additional_brokerage_details	avm
property_info_additional_brokerage_details	documentfolderid
property_info_additional_brokerage_details	documentfoldercount
property_info_additional_brokerage_details	record_delete_date
property_info_additional_brokerage_details	record_delete_flag
property_info_additional_brokerage_details	directions
property_info_additional_brokerage_details	contingency_desc
property_info_additional_brokerage_details	temp_off_mrkt_status_desc
property_info_additional_brokerage_details	possession_description
property_info_additional_brokerage_details	statuschangedate
property_info_additional_brokerage_details	entry_date
property_info_additional_brokerage_details	acceptance_date
property_info_additional_brokerage_details	dom
property_info_additional_brokerage_details	active_dom
property_info_additional_brokerage_details	est_clolse_dt
property_info_additional_brokerage_details	actual_close_date
property_info_additional_brokerage_details	days_from_listing_to_close
property_info_additional_brokerage_details	last_transaction_code
property_info_additional_brokerage_details	last_transaction_date
property_info_additional_brokerage_details	package_available
property_info_additional_brokerage_details	property_insurance
property_info_additional_brokerage_details	sold_appraisal
property_info_additional_brokerage_details	sold_down_payment
property_info_additional_brokerage_details	earnest_deposit
property_info_additional_brokerage_details	sellers_contribution
property_info_additional_brokerage_details	financing_considered
property_info_additional_brokerage_details	amt_owner_will_carry
property_info_additional_brokerage_details	existing_rent
property_info_additional_brokerage_details	nod_date
property_info_additional_brokerage_details	reporeo
property_info_additional_brokerage_details	auction_date
property_info_additional_brokerage_details	auction_type
property_info_additional_brokerage_details	additional_au_sold_terms
property_info_additional_brokerage_details	litigation
property_info_additional_brokerage_details	litigation_type
property_info_additional_brokerage_details	studio_rent
property_info_additional_brokerage_details	cap_rate
property_info_additional_brokerage_details	gross_rent_multiplier
property_info_additional_brokerage_details	owner_will_carry
property_info_additional_brokerage_details	current_loan_assumable
property_info_additional_brokerage_details	cash_to_assume
property_info_additional_brokerage_details	cost_per_unit
property_info_additional_brokerage_details	gross_operating_income
property_info_additional_brokerage_details	yearly_operating_income
property_info_additional_brokerage_details	tenant_pays
property_info_additional_brokerage_details	other_income_description
property_info_additional_brokerage_details	amount_owner_will_carry
property_info_additional_brokerage_details	noi
property_info_additional_brokerage_details	yearly_operating_expense
property_info_additional_brokerage_details	yearly_other_income
property_info_additional_brokerage_details	other_encumbrance_desc
property_info_additional_brokerage_details	expense_source
property_info_additional_brokerage_details	vacancy
property_info_additional_brokerage_details	service_contract_inc
property_info_additional_brokerage_details	parcel_num
property_info_additional_brokerage_details	legal_location_range
property_info_additional_brokerage_details	legal_lctn_range_search
property_info_additional_brokerage_details	legal_location_section
property_info_additional_brokerage_details	legal_lctn_section_search
property_info_additional_brokerage_details	legal_location_township
property_info_additional_brokerage_details	legal_lctntownship_search
property_info_additional_brokerage_details	tax_district
property_info_additional_brokerage_details	assessed_imp_value
property_info_additional_brokerage_details	assessed_land_value
property_info_additional_brokerage_details	block_number
property_info_additional_brokerage_details	lot_number
property_info_additional_brokerage_details_history	property_info_brokerage_details
property_info_additional_brokerage_details_history	property_id
property_info_additional_brokerage_details_history	status
property_info_additional_brokerage_details_history	fireplace_features
property_info_additional_brokerage_details_history	heating_features
property_info_additional_brokerage_details_history	exterior_construction_features
property_info_additional_brokerage_details_history	roofing_features
property_info_additional_brokerage_details_history	interior_features
property_info_additional_brokerage_details_history	exterior_features
property_info_additional_brokerage_details_history	sales_history
property_info_additional_brokerage_details_history	tax_history
property_info_additional_brokerage_details_history	foreclosure
property_info_additional_brokerage_details_history	short_sale
property_info_additional_brokerage_details_history	page_link
property_info_additional_brokerage_details_history	updated_mid
property_info_additional_brokerage_details_history	brokerage_mid
property_info_additional_brokerage_details_history	mls_id
property_info_additional_brokerage_details_history	pagent_name
property_info_additional_brokerage_details_history	pagent_phone
property_info_additional_brokerage_details_history	pagent_phone_fax
property_info_additional_brokerage_details_history	pagent_phone_home
property_info_additional_brokerage_details_history	pagent_phone_mobile
property_info_additional_brokerage_details_history	pagent_website
property_info_additional_brokerage_details_history	list_agent_public_id
property_info_additional_brokerage_details_history	email
property_info_additional_brokerage_details_history	buyer_broker_code
property_info_additional_brokerage_details_history	buyer_agent_public_id
property_info_additional_brokerage_details_history	lo_phone
property_info_additional_brokerage_details_history	list_office_code
property_info_additional_brokerage_details_history	owner_licensee
property_info_additional_brokerage_details_history	realtor
property_info_additional_brokerage_details_history	sale_office_bonus
property_info_additional_brokerage_details_history	commission_excluded
property_info_additional_brokerage_details_history	commission_variable
property_info_additional_brokerage_details_history	additional_showing
property_info_additional_brokerage_details_history	ladom
property_info_additional_brokerage_details_history	home_protection_plan
property_info_additional_brokerage_details_history	open_house_flag
property_info_additional_brokerage_details_history	list_date
property_info_additional_brokerage_details_history	list_price
property_info_additional_brokerage_details_history	original_list_price
property_info_additional_brokerage_details_history	pricechgdate
property_info_additional_brokerage_details_history	sale_price
property_info_additional_brokerage_details_history	previous_price
property_info_additional_brokerage_details_history	status_updates
property_info_additional_brokerage_details_history	t_status_date
property_info_additional_brokerage_details_history	internet
property_info_additional_brokerage_details_history	idx
property_info_additional_brokerage_details_history	images
property_info_additional_brokerage_details_history	photo_excluded
property_info_additional_brokerage_details_history	photo_instructions
property_info_additional_brokerage_details_history	last_image_trans_date
property_info_additional_brokerage_details_history	lpsqft_wcents
property_info_additional_brokerage_details_history	lpsqft
property_info_additional_brokerage_details_history	spsqft_wcents
property_info_additional_brokerage_details_history	splp
property_info_additional_brokerage_details_history	public_address
property_info_additional_brokerage_details_history	commentary
property_info_additional_brokerage_details_history	avm
property_info_additional_brokerage_details_history	documentfolderid
property_info_additional_brokerage_details_history	documentfoldercount
property_info_additional_brokerage_details_history	record_delete_date
property_info_additional_brokerage_details_history	record_delete_flag
property_info_additional_brokerage_details_history	directions
property_info_additional_brokerage_details_history	contingency_desc
property_info_additional_brokerage_details_history	temp_off_mrkt_status_desc
property_info_additional_brokerage_details_history	possession_description
property_info_additional_brokerage_details_history	statuschangedate
property_info_additional_brokerage_details_history	entry_date
property_info_additional_brokerage_details_history	acceptance_date
property_info_additional_brokerage_details_history	dom
property_info_additional_brokerage_details_history	active_dom
property_info_additional_brokerage_details_history	est_clolse_dt
property_info_additional_brokerage_details_history	actual_close_date
property_info_additional_brokerage_details_history	days_from_listing_to_close
property_info_additional_brokerage_details_history	last_transaction_code
property_info_additional_brokerage_details_history	last_transaction_date
property_info_additional_brokerage_details_history	package_available
property_info_additional_brokerage_details_history	property_insurance
property_info_additional_brokerage_details_history	sold_appraisal
property_info_additional_brokerage_details_history	sold_down_payment
property_info_additional_brokerage_details_history	earnest_deposit
property_info_additional_brokerage_details_history	sellers_contribution
property_info_additional_brokerage_details_history	financing_considered
property_info_additional_brokerage_details_history	amt_owner_will_carry
property_info_additional_brokerage_details_history	existing_rent
property_info_additional_brokerage_details_history	nod_date
property_info_additional_brokerage_details_history	reporeo
property_info_additional_brokerage_details_history	auction_date
property_info_additional_brokerage_details_history	auction_type
property_info_additional_brokerage_details_history	additional_au_sold_terms
property_info_additional_brokerage_details_history	litigation
property_info_additional_brokerage_details_history	litigation_type
property_info_additional_brokerage_details_history	studio_rent
property_info_additional_brokerage_details_history	cap_rate
property_info_additional_brokerage_details_history	gross_rent_multiplier
property_info_additional_brokerage_details_history	owner_will_carry
property_info_additional_brokerage_details_history	current_loan_assumable
property_info_additional_brokerage_details_history	cash_to_assume
property_info_additional_brokerage_details_history	cost_per_unit
property_info_additional_brokerage_details_history	gross_operating_income
property_info_additional_brokerage_details_history	yearly_operating_income
property_info_additional_brokerage_details_history	tenant_pays
property_info_additional_brokerage_details_history	other_income_description
property_info_additional_brokerage_details_history	amount_owner_will_carry
property_info_additional_brokerage_details_history	noi
property_info_additional_brokerage_details_history	yearly_operating_expense
property_info_additional_brokerage_details_history	yearly_other_income
property_info_additional_brokerage_details_history	other_encumbrance_desc
property_info_additional_brokerage_details_history	expense_source
property_info_additional_brokerage_details_history	vacancy
property_info_additional_brokerage_details_history	service_contract_inc
property_info_additional_brokerage_details_history	parcel_num
property_info_additional_brokerage_details_history	legal_location_range
property_info_additional_brokerage_details_history	legal_lctn_range_search
property_info_additional_brokerage_details_history	legal_location_section
property_info_additional_brokerage_details_history	legal_lctn_section_search
property_info_additional_brokerage_details_history	legal_location_township
property_info_additional_brokerage_details_history	legal_lctntownship_search
property_info_additional_brokerage_details_history	tax_district
property_info_additional_brokerage_details_history	assessed_imp_value
property_info_additional_brokerage_details_history	assessed_land_value
property_info_additional_brokerage_details_history	block_number
property_info_additional_brokerage_details_history	lot_number
property_info_additional_details	property_additional_detail_id
property_info_additional_details	property_id
property_info_additional_details	over_all_property
property_info_additional_details	exterior_grounds
property_info_additional_details	exterior_structure
property_info_additional_details	roof
property_info_additional_details	ac_system
property_info_additional_details	electrical_system
property_info_additional_details	interior_structure
property_info_additional_details	plumbing_system
property_info_additional_details	kitchen
property_info_additional_details	bath_sink_qty
property_info_additional_details	bath_sink_top_qty
property_info_additional_details	bath_faucets_standard_qty
property_info_additional_details	bath_faucets_upgraded_qty
property_info_additional_details	bath_medicine_cabinet_qty
property_info_additional_details	bath_wall_mirrors_qty
property_info_additional_details	bath_plas_shower_surround_qty
property_info_additional_details	bath_shower_wall_surrounds_qty
property_info_additional_details	bath_shower_doorset_qty
property_info_additional_details	bath_tub_shower_pan_qty
property_info_additional_details	bath_toilet_qty
property_info_additional_details	bath_upgraded_kitchen_cabinet_qty
property_info_additional_details	bath_stand_kitchen_cabinet_qty
property_info_additional_details	door_replace_garage_qty
property_info_additional_details	door_replace_interior_qty
property_info_additional_details	door_replace_garage_motor_qty
property_info_additional_details	door_replace_new_windows_qty
property_info_additional_details	new_water_heater_qty
property_info_additional_details	kitchen_dishwasher_qty
property_info_additional_details	kitchen_garbage_disposal_qty
property_info_additional_details	kitchen_microwave_qty
property_info_additional_details	kitchen_refridgerator_qty
property_info_additional_details	kitchen_sink_faucet_qty
property_info_additional_details	kitchen_sink_qty
property_info_additional_details	kitchen_stove_qty
property_info_additional_details	kitchen_sink_hoods_qty
property_info_additional_details	flooring_carpeting_covers_per
property_info_additional_details	floor_carpeting_covers_select
property_info_additional_details	floor_vinyl_covers_per
property_info_additional_details	floor_vinyl_covers_select
property_info_additional_details	floor_ceramic_tile_covers_per
property_info_additional_details	floor_ceramic_tile_covers_select
property_info_additional_details	floor_porcelain_tile_covers_per
property_info_additional_details	floor_porcelain_tile_covers_select
property_info_additional_details	floor_stone_tile_covers_per
property_info_additional_details	floor_stone_tile_covers_select
property_info_additional_details	floor_wood_pergo_covers_per
property_info_additional_details	floor_wood_pergo_covers_select
property_info_additional_details	floor_other_finish_covers_per
property_info_additional_details	kitchen_countertops
property_info_additional_details	numdenother
property_info_additional_details	numloft
property_info_additional_details	bath_downstairs
property_info_additional_details	bedroom_downstairs
property_info_additional_details	great_room
property_info_additional_details	baths_34
property_info_additional_details	full_baths
property_info_additional_details	half_bath
property_info_additional_details	interior_description
property_info_additional_details	bath_downstairs_description
property_info_additional_details	dining_room_description
property_info_additional_details	dining_room_dimensions
property_info_additional_details	family_room_description
property_info_additional_details	family_room_dimensions
property_info_additional_details	living_room_description
property_info_additional_details	living_room_dimensions
property_info_additional_details	master_bath_description
property_info_additional_details	flooring_description
property_info_additional_details	furnishings_description
property_info_additional_details	kitchen_flooring
property_info_additional_details	great_room_dimensions
property_info_additional_details	master_bedroom_description
property_info_additional_details	master_bedroom_dimensions
property_info_additional_details	bedroom_2nd_description
property_info_additional_details	bedroom_2nd_dimensions
property_info_additional_details	bedroom_3rd_description
property_info_additional_details	bedroom_3rd_dimensions
